"","data_set","unit","prediction_horizon","model","prediction_time","pred_mean","pred_var","lb50","ub50","lb95","ub95","obs","unit_wise_log_score","unit_wise_pit_l","unit_wise_pit_u","multiv_log_score"
"383","dengue_sj",1,7,"glarma",1027,29.1505035343253,665.835833721374,14,36,6,87,40,4.51122956881582,0.787971114656491,0.79895605977919,4.51122956881582
"384","dengue_sj",1,8,"glarma",1027,26.0139797821339,618.030500569413,12,32,4,82,73,6.56760339130148,0.963903670901604,0.965308831902606,6.56760339130148
"385","dengue_sj",1,1,"glarma",1028,56.2257045063659,210.985448640932,46,66,32,88,47,3.68389329978822,0.250401314588575,0.275526279735567,3.68389329978822
"386","dengue_sj",1,2,"glarma",1028,46.7602948623021,441.625600203421,32,56,19,99,71,5.11342866540517,0.886499122593883,0.892514545247596,5.11342866540517
"387","dengue_sj",1,3,"glarma",1028,44.6498124123985,610.59007469205,28,54,15,108,75,5.4661483192213,0.901298934445334,0.905526418203184,5.4661483192213
"388","dengue_sj",1,4,"glarma",1028,42.2438547959256,974.959619362316,24,51,12,117,61,5.01383955661177,0.835232548126658,0.841877887231023,5.01383955661177
"389","dengue_sj",1,5,"glarma",1028,42.5589510725461,1281.32714001457,23,50,10,131,53,4.76924896022643,0.769543675274615,0.778030426929687,4.76924896022643
"390","dengue_sj",1,6,"glarma",1028,39.1784654922701,1407.03209086015,19,46,8,136,40,4.34643445378416,0.679149165795485,0.692102080353243,4.34643445378416
"391","dengue_sj",1,7,"glarma",1028,35.1436906912957,1686.64139566423,15,40,6,128,73,6.05488335170229,0.914619471441661,0.916965847247114,6.05488335170229
"392","dengue_sj",1,8,"glarma",1028,34.5801993554558,1664.77661930806,14,39,6,140,51,5.24177221097616,0.836459393291546,0.841750265272503,5.24177221097616
"393","dengue_sj",1,1,"glarma",1029,40.255508241013,116.626568948092,33,47,21,64,71,6.67801557357777,0.99266723546466,0.993925507910442,6.67801557357777
"394","dengue_sj",1,2,"glarma",1029,39.7566390153515,276.790027860338,28,48,16,81,75,5.94251103851769,0.961193672999862,0.963819101813988,5.94251103851769
"395","dengue_sj",1,3,"glarma",1029,36.761583999784,388.876948680389,24,45,13,87,61,5.22887930295449,0.901863362104656,0.907222890450474,5.22887930295449
"396","dengue_sj",1,4,"glarma",1029,36.6154487855565,563.22297303106,22,44,11,99,53,4.83501146618786,0.83538715466482,0.843333751872085,4.83501146618786
"397","dengue_sj",1,5,"glarma",1029,33.6621751350281,686.815380670328,18,41,8,97,40,4.31852276201672,0.731203820352817,0.744523365507268,4.31852276201672
"398","dengue_sj",1,6,"glarma",1029,30.1614630660892,969.224088017563,15,35,6,96,73,6.34888197777664,0.948425098636215,0.950173799766694,6.34888197777664
"399","dengue_sj",1,7,"glarma",1029,29.9828548481663,1086.74974311834,14,34,5,105,51,5.38097255966857,0.876301935705411,0.880905278432134,5.38097255966857
"400","dengue_sj",1,8,"glarma",1029,28.2044058121101,1631.19616954179,12,32,4,98,68,6.23129207277412,0.939565086890304,0.941531995755013,6.23129207277412
"401","dengue_sj",1,1,"glarma",1030,61.2824515832318,240.53772089835,50,71,34,95,75,4.1881971490587,0.809121151189306,0.824294767185862,4.1881971490587
"402","dengue_sj",1,2,"glarma",1030,55.6785710675748,614.563266755827,38,68,22,116,61,4.26053927822276,0.659699763643972,0.673814452257153,4.26053927822276
"403","dengue_sj",1,3,"glarma",1030,56.5845042004869,1037.72593701775,36,68,19,140,53,4.18734652617006,0.560464265550317,0.575650794063005,4.18734652617006
"404","dengue_sj",1,4,"glarma",1030,51.9723364555982,1402.34807274225,30,62,15,145,40,3.9916689760039,0.445223166731993,0.463692031023839,3.9916689760039
"405","dengue_sj",1,5,"glarma",1030,47.4867573498249,1901.59528859887,25,57,12,144,73,5.36296476537484,0.850387843142905,0.855074832806519,5.36296476537484
"406","dengue_sj",1,6,"glarma",1030,48.4803368456298,2297.62241985987,24,57,11,163,51,4.61478807345751,0.693849472510166,0.70375375467501,4.61478807345751
"407","dengue_sj",1,7,"glarma",1030,45.7733347912509,3003.3837559866,20,51,8,177,68,5.46349551166615,0.845674079527351,0.849912792874438,5.46349551166615
"408","dengue_sj",1,8,"glarma",1030,44.8635328036569,4554.69405377434,18,49,7,175,31,4.01781086639293,0.516474212396769,0.534466521824626,4.01781086639293
"409","dengue_sj",1,1,"glarma",1031,60.2921267759994,240.089558614346,50,70,34,94,61,3.65977793404572,0.521326104805674,0.547064332481553,3.65977793404572
"410","dengue_sj",1,2,"glarma",1031,61.1771033341588,690.776808016006,43,74,25,126,53,3.99284184789572,0.43246744567089,0.450914661049118,3.99284184789572
"411","dengue_sj",1,3,"glarma",1031,56.1131610341709,979.944141930649,35,68,19,134,40,3.95359233895252,0.328463572768006,0.347649229219542,3.95359233895252
"412","dengue_sj",1,4,"glarma",1031,49.544951137159,953.580523559789,29,61,14,132,73,5.17708630166317,0.835254003718734,0.840898432359156,5.17708630166317
"413","dengue_sj",1,5,"glarma",1031,50.7848024703579,1523.81315402227,27,60,13,159,51,4.40381458504892,0.651423507446886,0.663654103603399,4.40381458504892
"414","dengue_sj",1,6,"glarma",1031,48.1024679219984,2639.8796986492,24,54,10,165,68,5.35149973188565,0.834964016755397,0.839705052138449,5.35149973188565
"415","dengue_sj",1,7,"glarma",1031,47.2357675686269,3084.31126995274,21,54,9,167,31,3.95491035124557,0.454527922235954,0.47368830841336,3.95491035124557
"416","dengue_sj",1,8,"glarma",1031,45.0820810167963,4151.19646804049,18,49,7,187,38,4.35384054304317,0.636532717157699,0.649390055633439,4.35384054304317
"417","dengue_sj",1,1,"glarma",1032,57.857812625455,222.667181286098,48,68,32,90,53,3.60573279885021,0.369957570438403,0.397125099621123,3.60573279885021
"418","dengue_sj",1,2,"glarma",1032,53.9656320932367,589.781628746488,38,65,22,112,40,3.84856577275028,0.289566461758064,0.310876740071067,3.84856577275028
"419","dengue_sj",1,3,"glarma",1032,48.6301090989799,774.657914165145,31,59,16,119,73,5.16857744413134,0.86612870460451,0.871821365795024,5.16857744413134
"420","dengue_sj",1,4,"glarma",1032,50.6932402791516,1362.41819604697,29,61,15,142,51,4.31296125513734,0.633654792308062,0.647048620576076,4.31296125513734
"421","dengue_sj",1,5,"glarma",1032,47.8534067850345,1616.88446803581,25,57,12,153,68,5.2145784251832,0.826675750003795,0.832112474983559,5.2145784251832
"422","dengue_sj",1,6,"glarma",1032,47.0392742738823,2156.61478113378,22,56,10,159,31,3.93833064757091,0.421531937449612,0.441012645233144,3.93833064757091
"423","dengue_sj",1,7,"glarma",1032,43.3589078870934,3112.17321158621,19,49,8,156,38,4.29661409248946,0.622416889745591,0.636031468509003,4.29661409248946
"424","dengue_sj",1,8,"glarma",1032,47.3781805956038,8584.27024417852,18,50,7,189,48,4.77323825131859,0.728065324185825,0.736518287159372,4.77323825131859
"425","dengue_sj",1,1,"glarma",1033,48.406651738321,163.21499945385,40,57,27,76,40,3.56798042412617,0.241336464975999,0.269549238997225,3.56798042412617
"426","dengue_sj",1,2,"glarma",1033,44.4747014598549,364.362590573562,31,54,18,92,73,5.32118854443242,0.917604771775576,0.922491713700092,5.32118854443242
"427","dengue_sj",1,3,"glarma",1033,45.8728983911631,643.214399975566,29,55,16,112,51,4.24083727120268,0.686415973262144,0.700811507092124,4.24083727120268
"428","dengue_sj",1,4,"glarma",1033,41.1233384615015,712.381941550439,25,50,12,109,68,5.38374304934848,0.88857481443138,0.893165421295021,5.38374304934848
"429","dengue_sj",1,5,"glarma",1033,40.5255495509471,943.615958050958,22,49,10,116,31,3.81891319441458,0.456997718307784,0.478949363413197,3.81891319441458
"430","dengue_sj",1,6,"glarma",1033,36.0212130993268,946.24692718418,18,43,8,111,38,4.26161142239024,0.676324035852589,0.690423599594168,4.26161142239024
"431","dengue_sj",1,7,"glarma",1033,37.3748072673896,1207.76175961102,18,45,8,121,48,4.81259668019703,0.770579503885772,0.778706233643248,4.81259668019703
"432","dengue_sj",1,8,"glarma",1033,35.8805293556795,2468.98213181777,16,42,6,124,47,4.88257009628135,0.791422652243392,0.799000166282625,4.88257009628135
"433","dengue_sj",1,1,"glarma",1034,37.8216049555448,105.494361981785,31,44,20,60,73,7.77044499171201,0.997807122888725,0.998229148315926,7.77044499171201
"434","dengue_sj",1,2,"glarma",1034,38.6876957725523,244.53167343035,28,47,16,76,51,4.28915927636793,0.808067842845946,0.821784295042674,4.28915927636793
"435","dengue_sj",1,3,"glarma",1034,35.6749043106689,326.659424531649,23,44,13,81,68,5.71375329957351,0.944869380081947,0.948169642478468,5.71375329957351
"436","dengue_sj",1,4,"glarma",1034,34.5736303733097,480.07240261224,21,42,10,88,31,3.70160241584672,0.524480096284857,0.549164037109397,3.70160241584672
"437","dengue_sj",1,5,"glarma",1034,31.4339960473889,551.018377621437,17,38,8,90,38,4.26032768253459,0.739672345790211,0.753790021326642,4.26032768253459
"438","dengue_sj",1,6,"glarma",1034,33.039972606919,873.940983310671,17,39,7,109,48,4.90120041483526,0.828391453680647,0.835829103125882,4.90120041483526
"439","dengue_sj",1,7,"glarma",1034,31.6467281036641,1037.89688362736,14,36,6,120,47,5.06861015391071,0.838331676662328,0.844622834470794,5.06861015391071
"440","dengue_sj",1,8,"glarma",1034,31.0983365287165,1570.25020987169,13,35,5,125,62,5.90266977550695,0.9090585112774,0.911790652147778,5.90266977550695
"441","dengue_sj",1,1,"glarma",1035,66.1599364656627,285.883560549029,55,77,38,103,51,4.02235714221094,0.165602506661002,0.183513203744279,4.02235714221094
"442","dengue_sj",1,2,"glarma",1035,58.6029989639278,737.548047876532,40,71,23,126,68,4.47675809650638,0.715007804307493,0.726378018915008,4.47675809650638
"443","dengue_sj",1,3,"glarma",1035,58.8509707677687,1358.27508554734,36,71,19,151,31,4.10091341419104,0.151473945430137,0.168031490026401,4.10091341419104
"444","dengue_sj",1,4,"glarma",1035,54.9378003865295,1693.96365096863,31,65,15,168,38,3.9635984366003,0.387333990297068,0.4063286304543,3.9635984366003
"445","dengue_sj",1,5,"glarma",1035,60.6788753128087,4599.36165824302,30,68,14,203,48,4.30616781297366,0.55014820475462,0.563633332989715,4.30616781297366
"446","dengue_sj",1,6,"glarma",1035,60.8583405275423,11370.5807622476,26,62,12,227,47,4.39817707917106,0.597725207629394,0.610024948562544,4.39817707917106
"447","dengue_sj",1,7,"glarma",1035,64.1859852599058,28917.9672772309,23,60,10,248,62,5.11463108021439,0.758089113041192,0.764097307008433,5.11463108021439
"448","dengue_sj",1,8,"glarma",1035,66.1784756415639,46705.9647166075,22,63,9,262,64,5.15563575646735,0.752597472504725,0.758364285125721,5.15563575646735
"449","dengue_sj",1,1,"glarma",1036,47.7189778872972,157.786622607538,39,56,26,75,68,4.81693132744772,0.93231003928804,0.940401618775764,4.81693132744772
"450","dengue_sj",1,2,"glarma",1036,47.6945732305705,420.833864118854,34,57,20,98,31,3.82486839217122,0.179876534722163,0.201697841919096,3.82486839217122
"451","dengue_sj",1,3,"glarma",1036,42.9993295447297,532.309561836357,27,52,14,103,38,3.80917045377144,0.491377648018967,0.513544207537036,3.80917045377144
"452","dengue_sj",1,4,"glarma",1036,45.9026272631789,873.306337673187,26,57,13,121,48,4.35558452789998,0.64588572312681,0.658720658140277,4.35558452789998
"453","dengue_sj",1,5,"glarma",1036,42.7375771845519,1508.08508144742,22,52,11,125,47,4.481544339162,0.695667354742824,0.706983278771764,4.481544339162
"454","dengue_sj",1,6,"glarma",1036,41.4916872742717,1572.74125038727,20,49,9,138,62,5.2441762999166,0.832998024304002,0.838276191835576,5.2441762999166
"455","dengue_sj",1,7,"glarma",1036,45.2867107326118,3306.12869731503,19,51,8,173,64,5.34748337133658,0.825001204332109,0.829761319713062,5.34748337133658
"456","dengue_sj",1,8,"glarma",1036,44.2572171614552,3813.29267623597,18,50,7,170,65,5.50457870468635,0.838871021773318,0.842939123865572,5.50457870468635
"457","dengue_sj",1,1,"glarma",1037,59.7877123451549,240.324035462033,49,70,34,94,31,5.68618597168227,0.012405666125455,0.0157981735705519,5.68618597168227
"458","dengue_sj",1,2,"glarma",1037,54.6449772796531,554.240721679723,38,66,22,113,38,3.90603232173066,0.239891887902033,0.26001206117662,3.90603232173066
"459","dengue_sj",1,3,"glarma",1037,58.9475183436451,1137.45325719175,37,71,20,144,48,4.05514394246174,0.440403232804006,0.457736217855361,4.05514394246174
"460","dengue_sj",1,4,"glarma",1037,55.9524455374694,1661.78258888054,31,68,15,160,47,4.19775795295436,0.516793625731588,0.531822861058652,4.19775795295436
"461","dengue_sj",1,5,"glarma",1037,54.9040383103854,2519.93240306941,28,64,13,168,62,4.81926721477871,0.729189145673188,0.737261846201043,4.81926721477871
"462","dengue_sj",1,6,"glarma",1037,58.3564626181153,4539.93125366898,27,67,12,201,64,4.98279085064426,0.728319728717476,0.73517463353868,4.98279085064426
"463","dengue_sj",1,7,"glarma",1037,61.8154659532745,11979.0641389794,24,65,10,257,65,5.13506757664268,0.748230767565218,0.754117421256695,5.13506757664268
"464","dengue_sj",1,8,"glarma",1037,72.7297695470364,36598.2811800992,26,72,10,315,80,5.56567036408302,0.785107561695551,0.788934575887837,5.56567036408302
"465","dengue_sj",1,1,"glarma",1038,36.8806648180738,104.703663379204,30,44,19,59,38,3.27205611561107,0.543961294060189,0.581889655810502,3.27205611561107
"466","dengue_sj",1,2,"glarma",1038,40.8643733796016,268.470986721848,29,49,17,81,48,4.00521054176595,0.716982387532723,0.73520284022125,4.00521054176595
"467","dengue_sj",1,3,"glarma",1038,37.4850680814486,346.522851793043,25,46,13,85,47,4.24965424698792,0.76078071097901,0.775049877642557,4.24965424698792
"468","dengue_sj",1,4,"glarma",1038,36.8393346352853,496.960750529323,22,45,11,96,62,5.29862229983529,0.894809862904837,0.899808338470838,5.29862229983529
"469","dengue_sj",1,5,"glarma",1038,37.2295982167265,646.456985336054,21,46,10,104,64,5.35677936493467,0.883211208889742,0.88792727930662,5.35677936493467
"470","dengue_sj",1,6,"glarma",1038,37.6418027584564,921.132537465288,19,45,8,123,65,5.49349076736878,0.872834115388401,0.876947575339505,5.49349076736878
"471","dengue_sj",1,7,"glarma",1038,42.9200624212351,1755.73657757381,19,51,8,152,80,5.88118543383833,0.884802006618224,0.88759348082314,5.88118543383833
"472","dengue_sj",1,8,"glarma",1038,40.2516425736992,2078.15133821223,17,46,7,148,95,6.46899802221208,0.928950699276535,0.930501478077175,6.46899802221208
"473","dengue_sj",1,1,"glarma",1039,39.765909820166,116.977000074165,32,47,21,63,48,3.72176498988534,0.773837138609084,0.798028371471147,3.72176498988534
"474","dengue_sj",1,2,"glarma",1039,37.0341187779953,228.406242683018,26,45,15,74,47,4.13798188716915,0.778680118106874,0.794635136169265,4.13798188716915
"475","dengue_sj",1,3,"glarma",1039,36.6295333529264,386.8333469593,24,45,12,87,62,5.29515010588564,0.908061277958806,0.913077139367466,5.29515010588564
"476","dengue_sj",1,4,"glarma",1039,36.9731007252055,566.802111359686,22,45,11,96,64,5.38740689358784,0.902508418667085,0.907082237036208,5.38740689358784
"477","dengue_sj",1,5,"glarma",1039,37.5654062003513,814.349620120055,21,46,10,107,65,5.41744237910982,0.890297158686183,0.89473564278904,5.41744237910982
"478","dengue_sj",1,6,"glarma",1039,42.7305744537089,2476.89007144641,21,49,9,142,80,5.98338939297911,0.9152040794652,0.917724349080511,5.98338939297911
"479","dengue_sj",1,7,"glarma",1039,38.3417603453923,1535.44581667399,18,45,7,135,95,6.72753286962557,0.947706441600932,0.94890392526601,6.72753286962557
"480","dengue_sj",1,8,"glarma",1039,44.3379873835605,4081.64039084256,19,48,8,167,152,7.95833042159566,0.970164956139471,0.970514692682337,7.95833042159566
"481","dengue_sj",1,1,"glarma",1040,40.3498520166129,119.772801250355,33,47,21,64,47,3.61175590112597,0.728954203324162,0.755958591500717,3.61175590112597
"482","dengue_sj",1,2,"glarma",1040,38.771798272338,250.083184941869,28,47,16,77,62,5.07013826636713,0.914875432114903,0.921156983668344,5.07013826636713
"483","dengue_sj",1,3,"glarma",1040,39.5618311200766,403.251553337891,26,49,14,91,64,5.13023843893978,0.890618794453922,0.896533944357371,5.13023843893978
"484","dengue_sj",1,4,"glarma",1040,39.6754119532696,556.795860835597,24,48,12,104,65,5.27989248558368,0.881388942575705,0.886481920907563,5.27989248558368
"485","dengue_sj",1,5,"glarma",1040,45.45592480185,1055.30565811835,25,55,12,133,80,5.68453555597042,0.891853514243392,0.895251625358999,5.68453555597042
"486","dengue_sj",1,6,"glarma",1040,42.0596295461331,1173.06503046927,21,51,9,137,95,6.46624007595809,0.935848762732678,0.937403824401146,6.46624007595809
"487","dengue_sj",1,7,"glarma",1040,47.9702354554642,2421.75512264119,22,56,9,175,152,7.56060857556635,0.964629764884623,0.965150323232999,7.56060857556635
"488","dengue_sj",1,8,"glarma",1040,47.8983139625715,2370.52852749641,21,56,8,188,137,7.27035789128245,0.950467020991538,0.951162883897459,7.27035789128245
"489","dengue_sj",1,1,"glarma",1041,41.9419083556649,127.819255863068,34,49,22,66,62,4.93387744979904,0.947246817180711,0.954445354312101,4.93387744979904
"490","dengue_sj",1,2,"glarma",1041,41.0792266410994,271.236941802302,29,50,17,81,64,5.02389810746894,0.906774666560412,0.913353498228386,5.02389810746894
"491","dengue_sj",1,3,"glarma",1041,40.8405176398839,393.817888715329,27,50,15,91,65,5.09032618611353,0.889139484715822,0.89529549626998,5.09032618611353
"492","dengue_sj",1,4,"glarma",1041,46.6954630990973,806.780688279064,28,56,15,122,80,5.6139097951962,0.899569023850421,0.903215807122797,5.6139097951962
"493","dengue_sj",1,5,"glarma",1041,44.3269125230258,1141.73489326503,24,53,11,129,95,6.30763767944475,0.935612120576323,0.937434453669642,6.30763767944475
"494","dengue_sj",1,6,"glarma",1041,49.3431154280444,1679.60309392081,25,60,11,155,152,7.59680150402125,0.973314600413427,0.9738166551014,7.59680150402125
"495","dengue_sj",1,7,"glarma",1041,48.6173789718539,2070.68419739917,23,57,10,168,137,7.22365146269703,0.957816469082704,0.958545604225044,7.22365146269703
"496","dengue_sj",1,8,"glarma",1041,57.4254364706539,8133.9881616514,24,64,10,204,129,6.8887402069363,0.936245389225929,0.937264586235815,6.8887402069363
"497","dengue_sj",1,1,"glarma",1042,54.5108974445495,199.788422909952,45,63,30,85,64,3.91505925960947,0.75126198759022,0.771201354601756,3.91505925960947
"498","dengue_sj",1,2,"glarma",1042,55.1129912165174,644.425325498436,38,66,22,118,65,4.43001469582452,0.728103424304915,0.740017738885742,4.43001469582452
"499","dengue_sj",1,3,"glarma",1042,62.6608525925606,1515.98573829383,39,75,21,162,80,5.00038952899862,0.785262193194378,0.791997516078833,5.00038952899862
"500","dengue_sj",1,4,"glarma",1042,60.5829379692552,3072.54755338696,33,71,16,185,95,5.68764649413849,0.871823181174389,0.875210737402741,5.68764649413849
"501","dengue_sj",1,5,"glarma",1042,68.4891971984561,3924.50345573833,35,81,17,217,152,6.96710751788009,0.942044989116613,0.942987363886252,6.96710751788009
"502","dengue_sj",1,6,"glarma",1042,73.2880487749492,17912.4951988697,32,80,15,247,137,6.58460745985774,0.907786814627795,0.909168284171227,6.58460745985774
"503","dengue_sj",1,7,"glarma",1042,87.515061291199,37650.5203667255,34,91,15,349,129,6.29995912164636,0.851503783221331,0.85334016306501,6.29995912164636
"504","dengue_sj",1,8,"glarma",1042,97.9659787345241,40606.9911431608,34,100,15,406,176,6.93455236689694,0.890307897236989,0.891281456005312,6.93455236689694
"505","dengue_sj",1,1,"glarma",1043,57.6927392867339,220.341207973206,47,67,32,90,65,3.83469185038136,0.695303790108659,0.716911786048743,3.83469185038136
"506","dengue_sj",1,2,"glarma",1043,66.1230031475707,882.421561860674,46,80,27,138,80,4.65102798101873,0.746496510934966,0.756048288770573,4.65102798101873
"507","dengue_sj",1,3,"glarma",1043,63.2410655760043,1808.51179362197,39,76,20,154,95,5.43063741266152,0.86435635084268,0.868736653694813,5.43063741266152
"508","dengue_sj",1,4,"glarma",1043,72.3310301495912,3721.40456421736,40,86,20,201,152,6.74068091956466,0.937661673720421,0.938843515863555,6.74068091956466
"509","dengue_sj",1,5,"glarma",1043,74.3466507075182,4703.32447381919,38,89,18,231,137,6.35226429866835,0.901065549907645,0.902808346361142,6.35226429866835
"510","dengue_sj",1,6,"glarma",1043,88.5118382052722,11437.5647679064,39,98,17,328,129,6.14545977737835,0.8415966318642,0.843739822139142,6.14545977737835
"511","dengue_sj",1,7,"glarma",1043,103.343802622622,21688.6848216616,39,107,16,485,176,6.89987935236655,0.881961074817404,0.882968981840715,6.89987935236655
"512","dengue_sj",1,8,"glarma",1043,121.170404126837,85858.3933898294,38,112,15,642,224,7.48254322646041,0.900659029379415,0.901221853583861,7.48254322646041
"513","dengue_sj",1,1,"glarma",1044,67.6496662836746,290.386166654636,56,78,38,105,80,4.14376216542485,0.768127789955666,0.783990849602736,4.14376216542485
"514","dengue_sj",1,2,"glarma",1044,64.9887427956865,851.581303853836,45,79,26,139,95,5.27048973580726,0.864130594358391,0.86927168653787,5.27048973580726
"515","dengue_sj",1,3,"glarma",1044,74.766817101064,1945.81271719161,46,91,24,192,152,6.65304789731622,0.940930263037954,0.94222034710134,6.65304789731622
"516","dengue_sj",1,4,"glarma",1044,77.7925991660934,3633.26969738568,42,93,21,242,137,6.30209583830951,0.892521302662526,0.894353762871859,6.30209583830951
"517","dengue_sj",1,5,"glarma",1044,88.2694176340228,6410.68719491183,43,106,21,290,129,5.93903633739144,0.825213557577931,0.827848124840007,5.93903633739144
"518","dengue_sj",1,6,"glarma",1044,100.883459405004,14175.9810724727,44,116,19,368,176,6.65213617439905,0.876709145513104,0.878000406312043,6.65213617439905
"519","dengue_sj",1,7,"glarma",1044,111.244165796193,20863.3015904048,42,123,18,468,224,7.15944890549678,0.896060750195163,0.896838233096893,7.15944890549678
"520","dengue_sj",1,8,"glarma",1044,134.26157110524,51963.0912996645,42,140,17,641,246,7.34102170641824,0.883356287964096,0.884004675684609,7.34102170641824
"521","dengue_sj",1,1,"glarma",1045,68.9279462792176,299.765016321754,57,80,39,106,95,4.99377138110449,0.921141883203688,0.927921929280218,4.99377138110449
"522","dengue_sj",1,2,"glarma",1045,79.4971497993478,1254.62984274801,55,95,33,170,152,6.69959531104044,0.957125055876681,0.95835646601662,6.69959531104044
"523","dengue_sj",1,3,"glarma",1045,83.0472970512681,2884.69626024345,50,100,26,221,137,6.0811047097415,0.888579062297452,0.890864712575048,6.0811047097415
"524","dengue_sj",1,4,"glarma",1045,94.7073972711745,7767.73459610921,51,112,25,273,129,5.74898902008745,0.813727764493789,0.816913764644827,5.74898902008745
"525","dengue_sj",1,5,"glarma",1045,109.263980731703,17085.6944641945,51,124,24,360,176,6.48630697841899,0.872014935906627,0.873539103317009,6.48630697841899
"526","dengue_sj",1,6,"glarma",1045,123.532383109623,34243.3193251574,48,132,22,524,224,7.11445114516722,0.890640584486996,0.891453851441356,7.11445114516722
"527","dengue_sj",1,7,"glarma",1045,144.932855538447,60868.6698775501,49,144,20,661,246,7.27640224891024,0.871814655870884,0.872506325418388,7.27640224891024
"528","dengue_sj",1,8,"glarma",1045,207.277177733376,681430.936052373,48,151,19,900,189,6.71107738532111,0.807919877943881,0.809137229804677,6.71107738532111
"529","dengue_sj",1,1,"glarma",1046,96.9527980982301,555.399205065853,80,112,56,148,152,6.5457397298254,0.981139472265011,0.982575693538827,6.5457397298254
"530","dengue_sj",1,2,"glarma",1046,99.2147946661815,2183.90894387313,67,120,39,217,137,5.50841426577065,0.83393983982776,0.837992368351721,5.50841426577065
"531","dengue_sj",1,3,"glarma",1046,114.30587245195,5510.94860343737,67,138,35,311,129,5.34760798944024,0.706107301349511,0.710866823570872,5.34760798944024
"532","dengue_sj",1,4,"glarma",1046,130.763947465422,12864.7749357002,68,152,33,441,176,6.09889869905701,0.812330173970107,0.814575513122574,6.09889869905701
"533","dengue_sj",1,5,"glarma",1046,152.380820675823,26620.5294349657,67,173,30,597,224,6.70682590824345,0.833421393927793,0.834643932349581,6.70682590824345
"534","dengue_sj",1,6,"glarma",1046,186.141170054465,71066.5079647579,66,200,29,846,246,6.83572396484292,0.810738413676641,0.811813102673139,6.83572396484292
"535","dengue_sj",1,7,"glarma",1046,219.080441787043,159391.50844687,63,213,26,1205,189,6.28929948586388,0.709248266305407,0.711104325993015,6.28929948586388
"536","dengue_sj",1,8,"glarma",1046,278.707378645589,719984.384853799,62,229,23,1358,243,6.80886102609558,0.765632934463302,0.76673688401721,6.80886102609558
"537","dengue_sj",1,1,"glarma",1047,137.292630149247,1103.30379108543,115,159,81,209,137,4.4048134828658,0.505359180120671,0.517577565261178,4.4048134828658
"538","dengue_sj",1,2,"glarma",1047,164.131633122088,8615.56902222894,104,197,59,402,129,5.04073232328948,0.416778441725646,0.423247450902775,5.04073232328948
"539","dengue_sj",1,3,"glarma",1047,192.901884940154,23337.5369238812,103,227,53,599,176,5.60172167963638,0.602628936212793,0.606320438870041,5.60172167963638
"540","dengue_sj",1,4,"glarma",1047,231.128213766396,71572.8345831617,98,255,46,943,224,6.18799250993026,0.69222142904968,0.694275374942991,6.18799250993026
"541","dengue_sj",1,5,"glarma",1047,291.139966409919,312635.762390792,98,291,43,1279,246,6.47902873355663,0.690645395586838,0.692180696728707,6.47902873355663
"542","dengue_sj",1,6,"glarma",1047,345.968827269944,572857.107155997,92,315,38,1729,189,6.13604123324952,0.569072364192367,0.571235835558742,6.13604123324952
"543","dengue_sj",1,7,"glarma",1047,400.639620271238,1066858.42491769,89,361,35,1966,243,6.63412289636351,0.635883154836223,0.6371978862315,6.63412289636351
"544","dengue_sj",1,8,"glarma",1047,481.083391762072,2265050.66768118,89,399,32,2566,248,6.64951927995489,0.618702338352615,0.619996982669988,6.64951927995489
"545","dengue_sj",1,1,"glarma",1048,145.404081617365,1228.48515842554,122,168,86,221,129,4.48804309197282,0.317909563794713,0.32915218687093,4.48804309197282
"546","dengue_sj",1,2,"glarma",1048,170.700387981625,9249.58959201884,107,207,61,423,176,5.49869854931062,0.640174510217799,0.644266603850304,5.49869854931062
"547","dengue_sj",1,3,"glarma",1048,211.546397568357,56270.1499020897,102,236,52,743,224,6.16138087655234,0.724492562230794,0.726601900754428,6.16138087655234
"548","dengue_sj",1,4,"glarma",1048,249.581789736981,90385.0152446677,102,271,48,1074,246,6.37854095782418,0.710279393037913,0.711976991055593,6.37854095782418
"549","dengue_sj",1,5,"glarma",1048,300.426146403891,247946.010595372,97,304,42,1474,189,6.03931427886066,0.572211876115443,0.5745950686744,6.03931427886066
"550","dengue_sj",1,6,"glarma",1048,364.563663267373,584057.077457266,90,337,37,1920,243,6.676457702732,0.660695970049545,0.661956204248969,6.676457702732
"551","dengue_sj",1,7,"glarma",1048,413.277330390361,805257.205265353,88,381,33,2379,248,6.69726269908703,0.632289468709335,0.633523754603992,6.69726269908703
"552","dengue_sj",1,8,"glarma",1048,534.244523526448,1809201.04933408,88,419,31,3586,277,6.98820333067572,0.658253459439798,0.659176162274986,6.98820333067572
"553","dengue_sj",1,1,"glarma",1049,144.487390098407,1160.61382007338,120,166,85,218,176,5.01343481427843,0.822942340600672,0.829590369899473,5.01343481427843
"554","dengue_sj",1,2,"glarma",1049,162.528015680169,7275.73463962997,104,200,58,380,224,6.06017901233225,0.814421908408386,0.816755891446769,6.06017901233225
"555","dengue_sj",1,3,"glarma",1049,195.4992431882,41714.5254299673,101,228,52,593,246,6.38513992222926,0.782338253515379,0.784024686025079,6.38513992222926
"556","dengue_sj",1,4,"glarma",1049,232.02731466244,127204.533871544,96,250,47,872,189,5.91880690369709,0.62140676695182,0.6240951727431,5.91880690369709
"557","dengue_sj",1,5,"glarma",1049,262.600045392674,172090.43549568,90,284,41,1167,243,6.44248769857645,0.691516315562114,0.693108755799802,6.44248769857645
